stat6,region,assigned_by,Suggested_Change,Anne_Region,ADF.G_Region,Notes,final
0,NA,AB (Groundfish-Salmon),0,NA,NA,"FISHERY_GROUPs = H, S, I. Lots of harvest. Inverts. Max of 100K pounds since 1985",NA
51,NA,AB (Groundfish-Salmon),51,,4,Default statistical areas - reference NMFS Reporting Areas. Lots of harvest.,NA
52,NA,AB (Groundfish-Salmon),52,,4,Default statistical areas - reference NMFS Reporting Areas,NA
140,SEAK Outside,AB (IPHC),NA,,NA,,SEAK Outside
141,SEAK Outside,AB (IPHC),NA,,NA,,SEAK Outside
142,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
143,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
144,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
150,SEAK Outside,AB (IPHC),NA,,NA,,SEAK Outside
151,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
152,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
153,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
160,SEAK Outside,AB (IPHC),NA,,NA,,SEAK Outside
161,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
162,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
163,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
170,SEAK Outside,AB (IPHC),NA,,NA,,SEAK Outside
171,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
172,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
173,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
174,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
181,SEAK Outside,AB (IPHC),NA,,NA,,SEAK Outside
182,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
183,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
184,SEAK Inside,AB (IPHC),NA,,NA,,SEAK Inside
185,SEAK Outside,AB (IPHC),NA,,NA,,SEAK Outside
190,Yakutat,AB (IPHC),NA,,NA,,Yakutat
200,Yakutat,AB (IPHC),NA,,NA,,Yakutat
210,Yakutat,AB (IPHC),NA,,NA,,Yakutat
220,Yakutat,AB (IPHC),NA,,NA,,Yakutat
230,PWS,AB (IPHC),NA,,NA,,PWS
231,PWS,AB (IPHC),NA,,NA,,PWS
232,PWS,AB (IPHC),NA,,NA,,PWS
240,PWS,AB (IPHC),NA,,NA,,PWS
241,PWS,AB (IPHC),NA,,NA,,PWS
242,PWS,AB (IPHC),NA,,NA,,PWS
250,Cook Inlet,AB (IPHC),NA,,NA,,Cook Inlet
251,Cook Inlet,AB (IPHC),NA,,NA,,Cook Inlet
260,Cook Inlet,AB (IPHC),NA,,NA,,Cook Inlet
261,Cook Inlet,AB (IPHC),NA,,NA,,Cook Inlet
270,Kodiak,AB (IPHC),NA,,NA,,Kodiak
271,Kodiak,AB (IPHC),NA,,NA,,Kodiak
272,Kodiak,AB (IPHC),NA,,NA,,Kodiak
280,Kodiak,AB (IPHC),NA,,NA,,Kodiak
281,Kodiak,AB (IPHC),NA,,NA,,Kodiak
290,Kodiak,AB (IPHC),NA,,NA,,Kodiak
291,Kodiak,AB (IPHC),NA,,NA,,Kodiak
300,Alaska Peninsula,AB (IPHC),NA,,NA,,Alaska Peninsula
310,Alaska Peninsula,AB (IPHC),NA,,NA,,Alaska Peninsula
320,Alaska Peninsula,AB (IPHC),NA,,NA,,Alaska Peninsula
330,Alaska Peninsula,AB (IPHC),NA,,NA,,Alaska Peninsula
340,Alaska Peninsula,AB (IPHC),NA,,NA,,Alaska Peninsula
350,Alaska Peninsula,AB (IPHC),NA,,NA,,Alaska Peninsula
360,Eastern Aleutians,AB (IPHC),NA,,NA,,Eastern Aleutians
370,Eastern Aleutians,AB (IPHC),NA,,NA,,Eastern Aleutians
380,Eastern Aleutians,AB (IPHC),NA,,NA,,Eastern Aleutians
390,Eastern Aleutians,AB (IPHC),NA,,NA,,Eastern Aleutians
395,Eastern Aleutians,AB (IPHC),NA,,NA,,Eastern Aleutians
400,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
410,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
420,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
430,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
440,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
450,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
460,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
470,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
480,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
490,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
500,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
513,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
515,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
517,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
518,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
519,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
521,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
523,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
530,Western Aleutians,AB (IPHC),NA,,NA,,Western Aleutians
540,NA,AB (Groundfish-Salmon),540,,4,Spans western and eastern aleutians. ~1 million lbs.,NA
541,NA,AB (Groundfish-Salmon),541,,4,Eastern\Aleutian Islands but also cuts into our designation of western Aleutians,NA
610,NA,AB (Groundfish-Salmon),610,Alaska Peninsula,4,"Fed. 610. Western Gulf of Alaska, Shumagin District. >1 million lbs.",NA
620,NA,AB (Groundfish-Salmon),620,Kodiak,4,"Fed. 620. Central Gulf of Alaska, Chirikof District. >3 million lbs.",NA
630,NA,AB (Groundfish-Salmon),630,PWS,2,"Fed. 630. Central Gulf of Alaska, Kodiak District. >13 million pounds.",NA
640,NA,AB (Groundfish-Salmon),640,Yakutat,2,"Eastern Gulf of Alaska, West Yakutat District",NA
650,NA,AB (Groundfish-Salmon),650,SEAK Outside,1,"Eastern Gulf of Alaska, Southeast Outside District",NA
659,NA,AB (Groundfish-Salmon),659,SEAK Inside,1,"Eastern Gulf of Alaska, Southeast Inside District",NA
680,NA,AB (Groundfish-Salmon),680,SEAK Outside,1,"Eastern Gulf of Alaska, Southeast Outside District",NA
690,NA,AB (Groundfish-Salmon),690,Unassigned,4,GOA Outside the U.S. EEZ. Harvest >350000 lbs.,NA
1065,NA,AB (Groundfish-Salmon),1065,SEAK Inside,1,"Federal 659. Eastern Gulf of Alaska, Southeast Inside District. >120K lbs.",NA
2065,NA,AB (Groundfish-Salmon),2065,SEAK Inside,1,"Federal 659. Eastern Gulf of Alaska, Southeast Inside District. >2 million lbs.",NA
3065,NA,AB (Groundfish-Salmon),3065,SEAK Outside,1,"Federal 650. Eastern Gulf of Alaska, Southeast Outside District. Only ~9K pounds harvest",NA
4065,NA,AB (Groundfish-Salmon),4065,SEAK Outside,1,"Federal 650. Eastern Gulf of Alaska, Southeast Outside District. Only ~6K pounds harvest",NA
5065,NA,AB (Groundfish-Salmon),5065,SEAK Outside,1,"Federal 650. Eastern Gulf of Alaska, Southeast Outside District. Only ~20K pounds harvest",NA
10100,NA,AB (Groundfish-Salmon),10110,SEAK Inside,1,District-wide statistical areas for Southeast Alaska. Used historically to record groundfish and shellfish catch when only the district was known. They are currently not valid statistical areas for either fishery. >5 million pounds.,SEAK Inside
10110,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10111,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10113,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10115,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10121,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10122,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10123,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10124,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10125,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10126,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10127,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10128,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10129,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10130,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10140,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10141,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10142,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10143,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10144,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10145,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10146,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10147,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10148,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10151,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10153,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10155,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10160,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10171,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10173,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10175,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10177,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10180,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10185,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10190,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10195,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10200,SEAK Inside,EW,NA,,NA,,SEAK Inside
10209,SEAK Inside,EW,NA,,NA,,SEAK Inside
10210,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10215,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10220,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10230,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10240,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10250,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10260,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10270,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10280,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10300,SEAK Inside,EW,NA,,NA,,SEAK Inside
10311,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10315,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10321,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10323,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10325,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10330,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10340,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10350,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10360,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10365,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10370,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10380,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10390,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10400,SEAK Inside,EW,NA,,NA,,SEAK Inside
10410,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10420,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10430,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10435,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10440,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10450,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10500,SEAK Inside,EW,NA,,NA,,SEAK Inside
10510,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10520,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10531,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10532,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10541,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10542,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10543,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10550,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10600,SEAK Inside,EW,NA,,NA,,SEAK Inside
10610,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10620,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10622,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10625,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10630,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10635,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10641,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10642,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10643,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10644,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10700,SEAK Inside,EW,NA,,NA,,SEAK Inside
10710,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10720,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10730,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10735,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10740,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10745,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10747,SEAK Inside,EW,NA,,NA,,SEAK Inside
10800,SEAK Inside,EW,NA,,NA,,SEAK Inside
10810,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10820,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10830,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10840,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10841,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10845,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10850,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10860,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10900,SEAK Inside,EW,NA,,NA,,SEAK Inside
10910,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10911,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10912,SEAK Inside,EW,NA,,NA,,SEAK Inside
10913,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10920,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10930,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10940,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10941,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10942,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10943,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10944,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10945,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10950,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10951,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10952,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10961,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10962,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
10963,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11000,SEAK Inside,EW,NA,,NA,,SEAK Inside
11011,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11012,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11013,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11014,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11015,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11016,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11017,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11021,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11022,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11023,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11024,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11031,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11032,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11033,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11034,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11100,SEAK Inside,EW,NA,,NA,,SEAK Inside
11111,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11112,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11113,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11114,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11115,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11116,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11117,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11120,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11121,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11131,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11132,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11133,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11134,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11135,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11140,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11141,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11143,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11150,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11155,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11190,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11200,SEAK Inside,EW,NA,,NA,,SEAK Inside
11211,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11212,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11213,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11214,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11215,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11216,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11217,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11218,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11219,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11221,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11222,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11241,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11242,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11243,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11244,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11245,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11246,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11247,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11248,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11250,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11261,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11263,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11265,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11267,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11271,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11272,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11273,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11280,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11290,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11300,SEAK Inside,EW,NA,,NA,,SEAK Inside
11301,SEAK Inside,EW,NA,,NA,,SEAK Inside
11311,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11312,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11313,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11321,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11322,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11330,SEAK Inside,EW,NA,,NA,,SEAK Inside
11331,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11332,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11333,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11334,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11335,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11336,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11337,SEAK Inside,EW,NA,,NA,,SEAK Inside
11338,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11340,SEAK Inside,EW,NA,,NA,,SEAK Inside
11341,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11342,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11343,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11344,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11345,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11351,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11352,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11353,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11354,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11355,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11356,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11357,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11358,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11359,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11361,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11362,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11363,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11364,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11365,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11366,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11371,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11372,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11373,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11381,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11391,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11392,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11393,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11394,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11395,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11396,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11397,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11400,SEAK Inside,EW,NA,,NA,,SEAK Inside
11421,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11423,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11425,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11427,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11430,SEAK Inside,EW,NA,,NA,,SEAK Inside
11431,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11432,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11433,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11434,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11440,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11450,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11460,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11470,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11471,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11472,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
